Document Id,Company Code,Document Number,Fiscal Year,Document Status,Exception Reason,Document type,DP Document Type,Credit Memo,Reference,Vendor,Total Amt in Doc Curr,Doc Currency,Amt in Report Currency,Re. Currency,Posting date,Due Date,Related Object Key,Days to Due,Overdue,Requisitioner Name,Vendor Name,Purchasing Document,Plant,Purchasing Group,Cycle Time,Document Date,Exception Date,Enter on,Enter at,Start on,Start at,End on,End at,Update Date,Update Time,Reversal Doc#,Revsed F_Year,Old Doc Num,Old Company Code,Old Fiscal Year,Creation Date,Creation Time,End on2,End at3,Doc Currency4,Process Type,Rescan Reason,Delete Reason,Target System,Rescan Reason Code,Obsoleter Reason Code,IDoc number,User Mapping Object ID,DP ID before restart,Days Past Due,Days to Due5,Processor ID,Current Invoice,Aged 1-30 Days,Aged 31-45 Days,Aged 46-60 Days,Aged 61-90 Days,Aged 90+ Days,Current Agent Email,Valid
3720,,4296444,,,,,,,,2342,400.67,,,,06/16/2016,,,,,,The Walter Co,0000053720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,,4217349,,,,,,,,2122,2202.00,,,,01/16/2017,,,,,,WE SPRAY PESTICIDE CO.,0000053721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,,3402902,,,,,,,,9834,533.33,,,,10/08/2017,,,,,,Supply All INC,0000053722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,,1199411,,,,,,,,2049,812.67,,,,01/05/2014,,,,,,Example Company 1,0000053723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,,3263330,,,,,,,,2049,2688.33,,,,01/15/2011,,,,,,Example Company 1,0000053724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,,7808028,,,,,,,,1432,3109.00,,,,01/16/2011,,,,,,WESTERN PACKAGING,0000053725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,,4146664,,,,,,,,9153,1333.33,,,,04/27/2015,,,,,,Water Supply INC,0000053726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,,6749631,,,,,,,,2342,404.67,,,,06/28/2015,,,,,,The Walter Co,0000053727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,,5707423,,,,,,,,1432,2076.00,,,,10/19/2018,,,,,,WESTERN PACKAGING,0000053728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,,8225426,,,,,,,,1432,927.67,,,,01/03/2018,,,,,,WESTERN PACKAGING,0000053729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,,8808074,,,,,,,,9153,431.67,,,,09/21/2014,,,,,,Water Supply INC,0000053730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,,1477863,,,,,,,,4500,2181.33,,,,05/21/2019,,,,,,PARTS HOUSE LLC.,0000053731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,,1318282,,,,,,,,9153,848.67,,,,01/21/2016,,,,,,Water Supply INC,0000053732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733,,308083,,,,,,,,2122,1784.67,,,,08/21/2013,,,,,,WE SPRAY PESTICIDE CO.,0000053733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,,7195685,,,,,,,,2122,1850.33,,,,09/22/2013,,,,,,WE SPRAY PESTICIDE CO.,0000053734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,,322923,,,,,,,,4500,2271.00,,,,04/04/2010,,,,,,PARTS HOUSE LLC.,0000053735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,,6813965,,,,,,,,2122,1644.00,,,,03/17/2015,,,,,,WE SPRAY PESTICIDE CO.,0000053736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737,,3072442,,,,,,,,1432,2176.67,,,,08/09/2013,,,,,,WESTERN PACKAGING,0000053737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,,6117759,,,,,,,,2342,950.00,,,,04/27/2013,,,,,,The Walter Co,0000053738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,,2957135,,,,,,,,2342,1650.00,,,,02/07/2013,,,,,,The Walter Co,0000053739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,,8264103,,,,,,,,4500,2614.33,,,,04/13/2018,,,,,,PARTS HOUSE LLC.,0000053740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,,6547421,,,,,,,,2122,1340.67,,,,04/05/2012,,,,,,WE SPRAY PESTICIDE CO.,0000053741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,,6940442,,,,,,,,4500,1341.33,,,,03/12/2017,,,,,,PARTS HOUSE LLC.,0000053742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,,6746045,,,,,,,,9834,3225.33,,,,07/13/2015,,,,,,Supply All INC,0000053743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,,6549890,,,,,,,,2049,2417.33,,,,11/09/2012,,,,,,Example Company 1,0000053744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,,2780798,,,,,,,,9153,2215.67,,,,02/11/2018,,,,,,Water Supply INC,0000053745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,,6098504,,,,,,,,7732,3187.67,,,,02/25/2010,,,,,,Digital Supply Co,0000053746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,,9858006,,,,,,,,7732,1068.33,,,,05/17/2013,,,,,,Digital Supply Co,0000053747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,,9006817,,,,,,,,7732,1831.00,,,,04/09/2013,,,,,,Digital Supply Co,0000053748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,,1231256,,,,,,,,9153,2177.67,,,,08/10/2019,,,,,,Water Supply INC,0000053749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,,7790475,,,,,,,,9834,1126.00,,,,07/23/2015,,,,,,Supply All INC,0000053750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,,5185579,,,,,,,,9153,819.33,,,,06/19/2011,,,,,,Water Supply INC,0000053751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,,83267,,,,,,,,2049,2596.67,,,,04/23/2014,,,,,,Example Company 1,0000053752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,,4484546,,,,,,,,2049,2787.33,,,,03/23/2015,,,,,,Example Company 1,0000053753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,,5184243,,,,,,,,2342,427.67,,,,05/25/2015,,,,,,The Walter Co,0000053754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,,4474104,,,,,,,,2342,2758.67,,,,05/16/2019,,,,,,The Walter Co,0000053755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,,8445896,,,,,,,,9153,2896.67,,,,02/22/2017,,,,,,Water Supply INC,0000053756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,,7871129,,,,,,,,9834,560.33,,,,04/21/2016,,,,,,Supply All INC,0000053757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,,7659765,,,,,,,,7732,138.00,,,,01/28/2013,,,,,,Digital Supply Co,0000053758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,,2621683,,,,,,,,2342,31.00,,,,06/04/2010,,,,,,The Walter Co,0000053759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,,9973877,,,,,,,,2342,370.67,,,,02/03/2010,,,,,,The Walter Co,0000053760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,,2568942,,,,,,,,2342,1233.67,,,,05/13/2011,,,,,,The Walter Co,0000053761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,,5279155,,,,,,,,9834,281.67,,,,01/15/2012,,,,,,Supply All INC,0000053762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,,560373,,,,,,,,9153,249.67,,,,02/28/2017,,,,,,Water Supply INC,0000053763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,,3061473,,,,,,,,9834,1259.00,,,,07/11/2019,,,,,,Supply All INC,0000053764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,,2390945,,,,,,,,2122,2003.33,,,,07/25/2019,,,,,,WE SPRAY PESTICIDE CO.,0000053765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3766,,54070,,,,,,,,9834,2395.67,,,,04/17/2017,,,,,,Supply All INC,0000053766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,,3008742,,,,,,,,1432,289.67,,,,04/07/2014,,,,,,WESTERN PACKAGING,0000053767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,,4384926,,,,,,,,1432,2666.00,,,,10/28/2017,,,,,,WESTERN PACKAGING,0000053768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,,7191881,,,,,,,,4500,2751.67,,,,02/04/2011,,,,,,PARTS HOUSE LLC.,0000053769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,,6704845,,,,,,,,4500,2281.33,,,,08/24/2016,,,,,,PARTS HOUSE LLC.,0000053770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,,262531,,,,,,,,9153,1237.33,,,,06/21/2011,,,,,,Water Supply INC,0000053771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,,9538097,,,,,,,,9153,1040.00,,,,07/03/2019,,,,,,Water Supply INC,0000053772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,,1473351,,,,,,,,2049,1292.00,,,,11/17/2015,,,,,,Example Company 1,0000053773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3774,,5673612,,,,,,,,2342,3083.67,,,,05/05/2010,,,,,,The Walter Co,0000053774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,,5137504,,,,,,,,2122,3015.67,,,,04/04/2013,,,,,,WE SPRAY PESTICIDE CO.,0000053775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,,2604413,,,,,,,,2122,999.67,,,,07/27/2012,,,,,,WE SPRAY PESTICIDE CO.,0000053776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,,9259806,,,,,,,,2049,3158.67,,,,09/01/2018,,,,,,Example Company 1,0000053777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,,7721777,,,,,,,,2049,2016.67,,,,05/13/2010,,,,,,Example Company 1,0000053778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,,1341541,,,,,,,,9834,1371.33,,,,01/20/2013,,,,,,Supply All INC,0000053779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,,4319710,,,,,,,,7732,823.00,,,,03/27/2016,,,,,,Digital Supply Co,0000053780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,,3500824,,,,,,,,1432,1156.33,,,,01/06/2013,,,,,,WESTERN PACKAGING,0000053781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,,3935082,,,,,,,,7732,1608.33,,,,09/28/2014,,,,,,Digital Supply Co,0000053782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,,6172743,,,,,,,,4500,753.33,,,,01/18/2014,,,,,,PARTS HOUSE LLC.,0000053783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,,6351459,,,,,,,,1432,1573.67,,,,07/02/2011,,,,,,WESTERN PACKAGING,0000053784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,,3933850,,,,,,,,4500,2252.67,,,,11/24/2010,,,,,,PARTS HOUSE LLC.,0000053785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,,2409627,,,,,,,,7732,559.67,,,,02/16/2018,,,,,,Digital Supply Co,0000053786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,,4588806,,,,,,,,9834,2401.00,,,,05/07/2014,,,,,,Supply All INC,0000053787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3788,,4625873,,,,,,,,1432,2003.00,,,,11/23/2012,,,,,,WESTERN PACKAGING,0000053788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,,2916441,,,,,,,,2049,1602.00,,,,04/17/2012,,,,,,Example Company 1,0000053789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,,9906504,,,,,,,,2342,288.67,,,,03/02/2019,,,,,,The Walter Co,0000053790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,,1795153,,,,,,,,7732,582.67,,,,04/20/2013,,,,,,Digital Supply Co,0000053791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,,7118712,,,,,,,,4500,2149.67,,,,01/23/2015,,,,,,PARTS HOUSE LLC.,0000053792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,,3940400,,,,,,,,4500,2254.33,,,,07/10/2019,,,,,,PARTS HOUSE LLC.,0000053793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,,8744398,,,,,,,,4500,2049.00,,,,06/26/2018,,,,,,PARTS HOUSE LLC.,0000053794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,,5911268,,,,,,,,9834,1339.67,,,,07/17/2017,,,,,,Supply All INC,0000053795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,,1362498,,,,,,,,7732,2599.33,,,,07/09/2019,,,,,,Digital Supply Co,0000053796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,,5171926,,,,,,,,7732,198.67,,,,04/05/2015,,,,,,Digital Supply Co,0000053797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,,5252350,,,,,,,,2122,1103.33,,,,02/28/2010,,,,,,WE SPRAY PESTICIDE CO.,0000053798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,,4586158,,,,,,,,4500,2237.33,,,,04/16/2017,,,,,,PARTS HOUSE LLC.,0000053799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,,2732122,,,,,,,,2122,2787.00,,,,03/23/2016,,,,,,WE SPRAY PESTICIDE CO.,0000053800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,,7243965,,,,,,,,9834,1651.00,,,,07/02/2015,,,,,,Supply All INC,0000053801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802,,7156443,,,,,,,,2342,319.33,,,,05/01/2019,,,,,,The Walter Co,0000053802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,,7446927,,,,,,,,1432,144.67,,,,07/03/2014,,,,,,WESTERN PACKAGING,0000053803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,,9482550,,,,,,,,2122,232.67,,,,01/14/2019,,,,,,WE SPRAY PESTICIDE CO.,0000053804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,,399417,,,,,,,,7732,3011.33,,,,02/26/2014,,,,,,Digital Supply Co,0000053805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,,8547905,,,,,,,,2122,177.00,,,,03/04/2014,,,,,,WE SPRAY PESTICIDE CO.,0000053806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,,5131285,,,,,,,,7732,476.33,,,,05/13/2018,,,,,,Digital Supply Co,0000053807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,,7544213,,,,,,,,2049,742.33,,,,03/22/2016,,,,,,Example Company 1,0000053808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,,152156,,,,,,,,2342,2876.00,,,,05/13/2012,,,,,,The Walter Co,0000053809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,,3522291,,,,,,,,7732,2513.00,,,,09/16/2015,,,,,,Digital Supply Co,0000053810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,,8096822,,,,,,,,9153,1564.33,,,,04/08/2018,,,,,,Water Supply INC,0000053811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,,9740075,,,,,,,,2122,591.33,,,,09/02/2011,,,,,,WE SPRAY PESTICIDE CO.,0000053812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,,5755195,,,,,,,,4500,2213.33,,,,01/02/2013,,,,,,PARTS HOUSE LLC.,0000053813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,,5813708,,,,,,,,2122,846.67,,,,05/16/2012,,,,,,WE SPRAY PESTICIDE CO.,0000053814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,,7207758,,,,,,,,4500,1994.67,,,,04/12/2011,,,,,,PARTS HOUSE LLC.,0000053815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,,6565612,,,,,,,,9153,3235.67,,,,01/22/2017,,,,,,Water Supply INC,0000053816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,,9352757,,,,,,,,7732,1612.67,,,,05/03/2017,,,,,,Digital Supply Co,0000053817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,,7691905,,,,,,,,2122,763.67,,,,09/01/2015,,,,,,WE SPRAY PESTICIDE CO.,0000053818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,,1804176,,,,,,,,9834,2210.00,,,,04/18/2019,,,,,,Supply All INC,0000053819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,,3833359,,,,,,,,2342,196.33,,,,01/09/2013,,,,,,The Walter Co,0000053820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,,3481599,,,,,,,,2122,870.00,,,,09/26/2016,,,,,,WE SPRAY PESTICIDE CO.,0000053821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,,2610357,,,,,,,,2049,554.67,,,,03/01/2012,,,,,,Example Company 1,0000053822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,,6475508,,,,,,,,9834,2946.67,,,,10/16/2012,,,,,,Supply All INC,0000053823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,,897373,,,,,,,,4500,2129.00,,,,07/14/2018,,,,,,PARTS HOUSE LLC.,0000053824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,,6502532,,,,,,,,2122,3172.33,,,,03/22/2011,,,,,,WE SPRAY PESTICIDE CO.,0000053825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,,4780901,,,,,,,,2049,2973.00,,,,11/28/2019,,,,,,Example Company 1,0000053826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,,200053,,,,,,,,2049,38.00,,,,09/02/2019,,,,,,Example Company 1,0000053827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,,1151447,,,,,,,,2049,2210.33,,,,04/23/2012,,,,,,Example Company 1,0000053828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,,9885235,,,,,,,,2342,798.67,,,,04/21/2018,,,,,,The Walter Co,0000053829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,,4244447,,,,,,,,9834,1423.33,,,,11/01/2019,,,,,,Supply All INC,0000053830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,,1872856,,,,,,,,7732,2436.33,,,,05/28/2010,,,,,,Digital Supply Co,0000053831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,,9762745,,,,,,,,1432,2146.00,,,,11/07/2010,,,,,,WESTERN PACKAGING,0000053832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,,7167694,,,,,,,,2122,2897.67,,,,07/06/2018,,,,,,WE SPRAY PESTICIDE CO.,0000053833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,,3852632,,,,,,,,2122,2097.33,,,,07/05/2018,,,,,,WE SPRAY PESTICIDE CO.,0000053834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3835,,1253227,,,,,,,,4500,2184.33,,,,02/08/2010,,,,,,PARTS HOUSE LLC.,0000053835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,,3447008,,,,,,,,2049,2446.33,,,,05/14/2012,,,,,,Example Company 1,0000053836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,,3365276,,,,,,,,2342,1414.33,,,,11/20/2010,,,,,,The Walter Co,0000053837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,,8630298,,,,,,,,9834,66.67,,,,06/25/2018,,,,,,Supply All INC,0000053838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,,2925208,,,,,,,,9153,2418.33,,,,11/23/2013,,,,,,Water Supply INC,0000053839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,,7955914,,,,,,,,2049,1421.67,,,,01/23/2012,,,,,,Example Company 1,0000053840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,,353175,,,,,,,,2342,443.33,,,,11/06/2017,,,,,,The Walter Co,0000053841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,,4256474,,,,,,,,1432,1701.67,,,,08/03/2010,,,,,,WESTERN PACKAGING,0000053842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,,7051736,,,,,,,,2342,1208.00,,,,08/03/2014,,,,,,The Walter Co,0000053843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,,8398420,,,,,,,,2122,442.00,,,,10/18/2016,,,,,,WE SPRAY PESTICIDE CO.,0000053844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,,809580,,,,,,,,2122,1374.33,,,,05/02/2017,,,,,,WE SPRAY PESTICIDE CO.,0000053845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,,1095123,,,,,,,,7732,794.00,,,,01/21/2012,,,,,,Digital Supply Co,0000053846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,,6672700,,,,,,,,9834,1000.00,,,,04/06/2017,,,,,,Supply All INC,0000053847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,,3783781,,,,,,,,7732,1969.00,,,,05/25/2019,,,,,,Digital Supply Co,0000053848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,,1636494,,,,,,,,7732,1992.33,,,,02/09/2012,,,,,,Digital Supply Co,0000053849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,,6179184,,,,,,,,1432,2917.33,,,,07/18/2018,,,,,,WESTERN PACKAGING,0000053850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,,1176657,,,,,,,,1432,1798.33,,,,04/12/2018,,,,,,WESTERN PACKAGING,0000053851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,,988587,,,,,,,,2342,1897.67,,,,05/28/2010,,,,,,The Walter Co,0000053852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,,8055869,,,,,,,,9153,284.33,,,,07/27/2012,,,,,,Water Supply INC,0000053853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,,8103836,,,,,,,,9153,904.67,,,,10/25/2012,,,,,,Water Supply INC,0000053854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,,4288887,,,,,,,,1432,2030.00,,,,07/21/2018,,,,,,WESTERN PACKAGING,0000053855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,,5105645,,,,,,,,9834,527.33,,,,08/05/2010,,,,,,Supply All INC,0000053856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3857,,7115621,,,,,,,,4500,184.00,,,,05/18/2019,,,,,,PARTS HOUSE LLC.,0000053857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,,3504270,,,,,,,,9834,1813.00,,,,06/02/2010,,,,,,Supply All INC,0000053858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3859,,2256030,,,,,,,,4500,1142.00,,,,04/02/2011,,,,,,PARTS HOUSE LLC.,0000053859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,,5048560,,,,,,,,2122,1985.33,,,,04/19/2011,,,,,,WE SPRAY PESTICIDE CO.,0000053860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
